ARTICULO,NE_URDIMBRE,NE_TRAMA,MAT_U,MAT_T,TITULO_U,TITULO_T1,NUM_CABOS_U,NUM_CABOS_T1,MEZCLA_U,MEZCLA_T1,ID_LIGAMENTO,LIGAMENTO_FONDO,LIGAMENTO_ORILLO,DIENTES/CM_PEINE,HILOS/DIENTE_FONDO,HILOS/DIENTE_ORILLO,ANCHO_PEINE,ANCHO_CRUDO,%E_URDIMBRE,HILOS_FONDO,HILOS_ORILLO,TOTAL_HILOS/ANCHO_CRUDO,PASADAS/CM_T1,TOTAL_PASADAS,GR/MTL_U,GR/MTL_T1,TOTAL_GR/MTL,RPM,FACT_COB_U,FACT_COB_T,FACT_COB_TOTAL_TEO,FACT_COB_TOTAL_REAL,TUPIDEZ,COLORANTE_BLANCO_T,COLORANTE_BLANCO_U,COLORANTE_CRUDO_T,COLORANTE_CRUDO_U,COLORANTE_OTROS_T,COLORANTE_OTROS_U,COLORANTE_REACTIVO_T,COLORANTE_REACTIVO_U,COLORANTE_TINA_T,COLORANTE_TINA_U,LUMINOSIDAD_T_1,LUMINOSIDAD_U_1,LUMINOSIDAD_T_2,LUMINOSIDAD_U_2,LUMINOSIDAD_T_3,LUMINOSIDAD_U_3,LUMINOSIDAD_T_4,LUMINOSIDAD_U_4,LUMINOSIDAD_T_5,LUMINOSIDAD_U_5,LUMINOSIDAD_T_6,LUMINOSIDAD_U_6,No. formula,TIPO,TCDREC,PROD_21020001,PROD_21020002,PROD_21020003,PROD_21020004,PROD_21020005,PROD_21020006,PROD_21020007,PROD_21020009,PROD_21020011,PROD_21020012,PROD_21020013,PROD_21020014,PROD_21040004,PROD_21040011,PROD_21040012,AGUA    ,DISENO,COMBINACION,Metros,Telar,Fc.Corte,Lt.Urdimbre,LT_HILADO,Ne_prom,CV% Ne_prom,cN/tex_prom,TPI_prom,FT_prom,CV% TPI_prom,E%_prom,CV% E_prom,CV%R_prom,CVm%_prom,I_prom,PD(-40%)_prom,PD(-50%)_prom,PG(+35%)_prom,PG(+50%)_prom,NEPS(+140%)_prom,NEPS(+200%)_prom,H_prom,Sh_prom,var_Ne_prom,var_cN/tex_prom,var_TPI_prom,var_E%_prom,%falla_R_prom,%falla_E_prom,NUM_COLORES_U,NUM_COLORES_T,PROD_2102,PROD_2104,PORC_PASADAS/CM_T1,PORC_GR/MTL_U,PORC_GR/MTL_T1,TELAR,MONTAJE,FECHA,CMPX DE PARO POR URDIMBRE,METROS TOTALES,MAQUINA_PINZAS
M2070184,60/1 PA2.KP.,60/1 AYH.CP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Matt 2/2       ,18.0,3.0,4.0,190.0,175.0,3.5,10173.0,112.0,52.8,52.8,52.8,103.66,101.5,206.38,400.0,19.29,17.31,36.6,36.6,1.0,0.0,0.18397014045771531,0.16666666666666669,0.0,0.0,0.0,0.8333333333333335,0.8160298595422846,0.0,0.0,0.16666666666666669,0.18397014045771531,0.0,0.0,0.5952651515151516,0.0,0.23806818181818185,0.8160298595422846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320381,33/01,263,201,2020-11-19,541926,541926.0,60.35,1.095,25.05,32.3875,4.1812082709215455,2.1825,5.5175,7.8,7.899999999999999,12.7425,1.0225,109.65,3.025,192.35,12.1,134.675,29.075,2.565,0.6074999999999999,0.4836595772000001,3.9407867057249986,0.5253749271682501,0.18583314915,0.001681995621369475,0.1295812051225121,3,3,0.0,0.0,1.0,0.5022773524566334,0.4918112220176374,201,48,2020-11-18,1.7499999925494194,309,1
M2040106,60/1 A91.AP.,50/1 AY0.CP.,M2,4,60.0,60.0,1.0,1.0,A91,A91,0,Sarga 2/2      ,Matt 2/2       ,13.0,3.0,4.0,190.0,175.0,7.6,7332.0,104.0,39.4,39.4,39.4,78.03,90.89,170.12,400.0,13.94,14.16,28.1,28.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320272,44/01,222,201,2020-11-13,541506,541506.0,60.2,1.32,19.61,31.73,4.1,1.84,4.45,12.6,11.5,13.98,1.18,256.0,15.0,476.0,72.0,718.0,180.0,4.54,1.15,0.6314527296000002,5.0857015225,0.340859804224,0.31438449,0.3933908911144575,0.8366830920783463,4,4,0.0,0.0,1.0,0.4586762285445568,0.5342699271102751,201,24,2020-11-12,3.8266667524973546,546,1
M2070217,40/1 PA2.KP.,40/1 P47.AP.,M2,7,40.0,40.0,1.0,1.0,PA2,PA2,0,Dobby          ,Matt 2/2       ,21.0,2.0,3.0,170.2,160.0,6.0,7080.0,98.0,31.1,31.1,31.1,111.1,80.6,193.37,500.0,18.02,12.49,30.51,30.51,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,323,162,2020-11-06,9230337,9230337.0,40.33076923076922,1.075384615384616,25.06507256615384,25.234615384615378,3.9899430247273777,2.745384615384615,5.844615384615384,7.7399999999999975,7.36153846153846,11.544615384615382,1.131538461538461,30.35384615384615,0.2461538461538462,93.6153846153846,4.2,62.161538461538456,12.01615384615385,3.2623076923076932,0.7561538461538462,0.1982517627,3.4969499962546164,0.4888437668946155,0.205458071131077,0.001153237829074498,0.05432874931011388,0,0,0.0,0.0,1.0,0.5745462067538915,0.4168175001292858,162,52,2020-11-05,2.1099999785423282,377,0
M2030202,16/1 AL1.AP.,16/1 UYG.CP.,M2,3,16.0,16.0,1.0,1.0,AL1,AL1,0,Sarga 3/1      ,Repp 2/2       ,16.0,2.0,3.0,190.0,170.0,6.0,5984.0,144.0,22.8,22.8,22.8,234.74,164.36,404.91,500.0,22.85,14.48,37.33,37.33,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,268,212,2020-11-05,530606,530606.0,15.8,1.1,25.77,18.62,4.65,2.43,7.17,5.8,5.73,9.07,1.65,0.0,0.0,36.0,6.0,44.0,9.0,7.05,1.51,0.03020644000000001,2.180409577641,0.2047254811560001,0.1729395396,2.272194069303743e-06,9.038283709959511e-08,0,0,0.0,0.0,1.0,0.5797337679978266,0.4059173643525722,212,22,2020-11-05,9.787499755620958,318,1
M2030204,40/2 PA2.AP.,150/144 1PSSP,M2,3,40.0,40.0,2.0,2.0,PA2,PA2,0,Sarga 3/1      ,Repp 2/2       ,14.0,2.0,3.0,190.0,175.0,8.0,5208.0,168.0,39.0,39.0,39.0,167.0,127.08,299.6,400.0,17.44,14.48,31.92,31.92,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,251,206,2020-11-05,230080,230080.0,20.13,0.675,26.410590115404002,15.67,3.5039185207421712,1.76,6.142749500000001,4.42,4.75,8.36,1.175,0.0,0.0,5.65,0.4,4.45,0.55,5.8599999999999985,1.545,0.019338349121999998,1.5755837032445759,0.08400929619200001,0.07384344738545033,9.784017790107607e-09,1.702328806210076e-05,0,0,0.0,0.0,1.0,0.5574098798397863,0.4241655540720961,206,23,2020-11-04,3.3866666555404663,300,1
M2010104,60/1 A91.AP.,50/1 AY0.CP.,M2,1,60.0,60.0,1.0,1.0,A91,A91,0,Tafetan        ,Tafetan        ,18.0,2.0,3.0,190.0,175.0,5.0,6788.0,78.0,30.0,30.0,30.0,70.26,69.21,140.36,400.0,12.86,10.78,23.64,23.64,1.0,0.0,0.5001471453796351,1.0,0.0,0.0,0.0,0.0,0.499852854620365,0.0,0.0,1.0,0.5001471453796351,0.0,0.0,0.0,0.0,0.0,0.499852854620365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320273,22/01,257,212,2020-11-03,541597,541597.0,60.5,0.74,22.63,35.75,4.02,1.79,5.43,10.32,9.4,12.63,0.63,104.0,3.0,236.0,28.0,326.0,84.0,4.05,1.07,0.20043529,4.5250649284,0.4095040056249999,0.314021261376,0.043961926541386434,0.2214391230918148,2,2,0.0,0.0,1.0,0.5005699629524081,0.4930891992020518,212,2,2020-11-03,4.660000038146973,616,1
M2070165,40/2 KE2.AC.,16/1 UYG.CC.,M2,7,40.0,40.0,2.0,2.0,KE2,KE2,0,Dobby          ,Repp 2/2       ,17.0,2.0,3.0,190.0,175.0,7.5,6356.0,156.0,27.2,27.2,27.2,202.71,196.08,403.96,400.0,21.13,17.27,38.4,38.4,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,259,206,2020-10-30,8650349,8650349.0,20.2,1.1,18.91,16.12,2.495,2.495,12.47,4.5,5.9,9.27,1.29,0.0,0.0,13.0,1.0,23.0,2.0,7.58,2.16,0.04937284000000002,1.2447641761,0.19406576228,0.3148893225000001,0.5321468355175657,9.863428800926566e-41,0,0,0.0,0.0,1.0,0.5018071096148133,0.4853945935241114,206,45,2020-10-29,8.259999752044678,353,1
M2010150,16/1 UYG.CC.,16/1 UYG.CC.,M2,1,16.0,16.0,1.0,1.0,UYG,UYG,0,Tafetan        ,Oxford         ,9.0,2.0,3.0,190.2,179.0,7.0,3384.0,60.0,19.6,19.6,19.6,134.18,141.44,278.32,400.0,12.2,12.45,24.65,24.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,272,210,2020-10-29,530555,530555.0,16.1,1.55,14.36,17.61,4.4,2.24,7.41,7.15,6.56,12.39,1.79,25.0,0.0,329.0,27.0,134.0,19.0,7.18,1.59,0.062275202500000015,0.8873941442559997,0.155601847296,0.2807039342250001,0.999999579504248,2.698178099016658e-06,0,0,0.0,0.0,1.0,0.4821069272779535,0.5081920091980454,210,4,2020-10-29,4.003333409627278,321,1
M2020183,40/2 FV4.AC.,150/144 1PSSP,M2,2,40.0,40.0,2.0,2.0,FV4,FV4,0,Sarga 2/1      ,Repp 2/2       ,16.0,2.0,2.0,190.0,172.0,8.0,5984.0,96.0,28.0,28.0,28.0,191.88,91.23,286.38,400.0,20.06,12.1,32.16,32.16,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,251,213,2020-10-22,250082,250082.0,40.2,1.45,24.56,27.651999999999997,4.372,1.82,11.11,8.91,10.764000000000001,12.008,1.01,58.66,2.2,71.8,7.0,66.4,23.8,4.686,1.038,0.35514664562,7.045823344466799,0.2677619909972,0.985918734205,0.02379915797981158,5.250488012252741e-08,0,0,0.0,0.0,1.0,0.6700188560653677,0.3185627487953069,213,16,2020-10-22,1.9574999809265137,300,1
M201N024,160/2 P38.AP.,50/1 PA2.AP.,M2,1,160.0,160.0,2.0,2.0,P38,P38,N,Tafetan        ,Tafetan        ,16.0,3.0,3.0,190.0,175.0,6.0,9042.0,78.0,34.6,34.6,34.6,70.94,79.82,151.43,400.0,14.79,12.43,27.22,27.22,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320100,22/01,313,161,2020-10-16,9230021,9230021.0,150.16666666666669,1.186666666666667,15.30801852833333,56.14166666666666,4.583947888091743,2.455000000000001,4.4300000000000015,16.41333333333333,20.05,17.58333333333333,0.8933333333333332,1520.333333333333,287.15,1278.0,259.3,2589.833333333333,619.8666666666667,2.401666666666667,0.8366666666666668,3.338659388983333,9.443399999917665,1.9625960740948332,0.5312082851869999,0.8841476294875368,0.7794341225474696,2,2,0.0,0.0,1.0,0.4684672786105791,0.5271082348279732,161,10,2020-10-13,7.552500247955322,718,0
M2020182,40/2 FV4.AC.,20/1 UYE.CC.,M2,2,40.0,40.0,2.0,2.0,FV4,FV4,0,Sarga 2/1      ,Repp 2/2       ,16.0,2.0,2.0,190.0,172.0,8.0,5984.0,96.0,21.3,21.3,21.3,191.88,122.84,317.99,400.0,20.06,12.1,32.16,32.16,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,299,210,2020-10-15,250082,250082.0,40.2,1.45,24.56,27.651999999999997,4.372,1.82,11.11,8.91,10.764000000000001,12.008,1.01,58.66,2.2,71.8,7.0,66.4,23.8,4.686,1.038,0.35514664562,7.045823344466799,0.2677619909972,0.985918734205,0.02379915797981158,5.250488012252741e-08,0,0,0.0,0.0,1.0,0.6034152017359036,0.3863014560206296,210,15,2020-10-15,2.2733333110809326,299,1
M2020154,60/2 PLB.BP.,16/1 UYG.CC.,M2,2,60.0,60.0,2.0,2.0,PLB,PLB,0,Sarga 2/1      ,Repp 2/1       ,14.0,3.0,4.0,190.0,173.0,7.0,7854.0,168.0,23.1,23.1,23.1,166.09,166.53,336.3,400.0,21.53,14.68,36.21,36.21,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,297,210,2020-10-13,650197,650197.0,29.5,0.7,24.87,19.74,2.4,2.4,6.74,6.5,6.1,8.18,0.93,0.0,0.0,4.0,0.0,11.0,1.0,3.82,0.83,0.042642249999999986,2.3015013849,0.280560672,0.19193161,5.4573982094047715e-05,3.568138161820335e-05,0,0,0.0,0.0,1.0,0.4938745168004758,0.4951828724353256,210,14,2020-10-13,5.579999923706055,297,1
M2030163,60/2 PA2.AP.,77.6/2 2NLS0.,M2,3,60.0,60.0,2.0,2.0,PA2,PA2,0,Sarga 3/1      ,Repp 2/1       ,10.0,4.0,4.0,190.0,155.0,10.0,7480.0,120.0,32.6,32.6,32.6,163.45,109.9,276.1,400.0,22.73,16.58,39.31,39.31,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,305,215,2020-10-13,620127,620127.0,30.16666666666667,0.7000000000000001,24.61333333333333,20.02,2.175,2.175,5.87,5.600000000000001,6.166666666666668,9.466666666666667,1.08,1.333333333333333,0.0,19.33333333333333,1.0,39.0,4.666666666666667,5.753333333333334,1.396666666666667,0.04522282666666667,2.307572052533333,0.28240355864300004,0.1089156642666667,0.0001134770486592795,0.005050386519781818,0,0,0.0,0.0,1.0,0.5919956537486417,0.3980441868888084,215,21,2020-10-13,1.9683333337306976,305,1
M2030162,40/2 PK2.AP.,16/1 UYG.CC.,M2,3,40.0,40.0,2.0,2.0,PK2,PK2,0,Sarga 3/1      ,Repp 2/2       ,17.0,2.0,3.0,190.0,187.0,8.0,6356.0,156.0,26.1,26.1,26.1,203.81,188.15,397.09,400.0,19.77,16.58,36.35,36.35,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,310,207,2020-10-13,650203,650203.0,20.2,0.7,21.17,16.24,2.61,3.63,7.17,5.0,5.5,8.84,1.23,0.0,0.0,13.0,1.0,11.0,3.0,7.37,1.97,0.01999396,1.3557109225,0.3475243981439999,0.12852225,0.0311818680960207,7.108704950059158e-10,0,0,0.0,0.0,1.0,0.513258958926188,0.4738220554534237,207,20,2020-10-13,1.6940000534057618,620,1
M204N139,60/1 A91.AP.,60/1 A91.AP.,M2,4,60.0,60.0,1.0,1.0,A91,A91,N,Sarga 2/2      ,Matt 2/2       ,14.0,3.0,4.0,186.3,174.6,7.6,7758.0,88.0,40.2,40.2,40.2,82.56,75.82,159.41,400.0,14.72,13.18,27.9,27.9,1.0,0.6666666666666667,0.6874839041977853,0.0,0.0,0.0,0.0,0.07412935323383085,0.0937419520988926,0.2592039800995025,0.21877414370332215,0.6666666666666667,0.6874839041977853,0.0,0.0,0.2592039800995025,0.21877414370332215,0.07412935323383085,0.0937419520988926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320312,33/01,332,201,2020-10-12,541856,541856.0,60.7,1.3,21.99,35.64,4.6,1.9,5.15,10.13,8.94,12.8,1.08,132.0,5.0,220.0,22.0,367.0,72.0,3.82,1.02,0.6226788100000002,3.8647864008359987,0.45854566560000004,0.272165673025,0.06413904778178274,0.3868554416188744,3,3,0.0,0.0,1.0,0.517909792359325,0.4756288815005332,201,28,2020-10-12,5.1814285176140915,332,1
M207N140,60/1 A91.AP.,60/1 A91.AP.,M2,7,60.0,60.0,1.0,1.0,A91,A91,N,Dobby          ,Matt 2/2       ,19.0,3.0,3.0,183.1,175.0,3.5,10347.0,90.0,51.2,51.2,51.2,105.44,94.95,201.39,660.0,19.55,16.78,36.33,36.33,1.0,1.0,0.1817479478512796,0.0,0.0,0.0,0.0,0.0,0.8182520521487204,0.0,0.0,1.0,0.1817479478512796,0.0,0.0,0.0,0.0,0.0,0.8182520521487204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320321,21/01,290,210,2020-10-10,541857,541857.0,60.7,1.3,21.99,35.64,4.6,1.9,5.15,10.13,8.94,12.8,1.08,132.0,5.0,220.0,22.0,367.0,72.0,3.82,1.02,0.6226788100000002,3.8647864008359987,0.45854566560000004,0.272165673025,0.06413904778178274,0.3868554416188744,2,1,0.0,0.0,1.0,0.5235612493172451,0.4714732608371816,210,55,2020-10-09,5.1555555131700315,580,1
M2010170,40/1 PA2.AP.,30/1 PYB.CP.,M2,1,40.0,40.0,1.0,1.0,PA2,PA2,0,Tafetan        ,Tafetan        ,19.0,2.0,3.0,189.5,177.0,7.0,7048.0,228.0,27.6,27.6,27.6,111.78,105.85,221.38,720.0,16.51,12.8,29.31,29.31,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,520,203,2020-10-02,9230337,9230337.0,40.33076923076922,1.075384615384616,25.06507256615384,25.234615384615378,3.9899430247273777,2.745384615384615,5.844615384615384,7.7399999999999975,7.36153846153846,11.544615384615382,1.131538461538461,30.35384615384615,0.2461538461538462,93.6153846153846,4.2,62.161538461538456,12.01615384615385,3.2623076923076932,0.7561538461538462,0.1982517627,3.4969499962546164,0.4888437668946155,0.205458071131077,0.001153237829074498,0.05432874931011388,0,0,0.0,0.0,1.0,0.5049236606739543,0.4781371397596892,203,6,2020-10-02,0.5862499922513962,520,1
M2070177,40/2 FV4.AC.,34/2 FV4.AC.,M2,7,40.0,40.0,2.0,2.0,FV4,FV4,0,Dobby          ,Tafetan        ,14.0,3.0,3.0,189.3,175.0,10.0,7892.0,60.0,20.0,20.0,20.0,258.68,135.21,396.06,500.0,25.78,12.32,38.1,38.1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,236,210,2020-09-30,250082,250082.0,40.2,1.45,24.56,27.651999999999997,4.372,1.82,11.11,8.91,10.764000000000001,12.008,1.01,58.66,2.2,71.8,7.0,66.4,23.8,4.686,1.038,0.35514664562,7.045823344466799,0.2677619909972,0.985918734205,0.02379915797981158,5.250488012252741e-08,0,0,0.0,0.0,1.0,0.6531333636317729,0.3413876685350705,210,46,2020-09-30,7.2625001817941675,636,1
M2040142,40/2 PK2.AP.,40/2 PK2.AP.,M2,4,40.0,40.0,2.0,2.0,PK2,PK2,0,Sarga 2/2      ,Matt 2/2       ,15.0,2.0,3.0,190.0,165.0,7.5,5612.0,132.0,27.44,27.44,27.44,178.98,158.26,341.64,400.0,19.77,15.59,35.36,35.36,1.0,0.0,0.0,0.5,0.4994660021359914,0.0,0.0,0.0,0.0,0.5,0.5005339978640085,0.5,0.4994660021359914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5005339978640085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320324,22/01,316,211,2020-09-16,9650328,9650328.0,19.9,1.0,20.85,16.79,1.25,3.76,7.06,6.2,5.6,9.04,1.57,0.0,0.0,15.0,1.0,11.0,1.0,7.2,2.03,0.03960099999999999,1.36328976,0.39854474041599997,0.1915987984,0.05654604766312288,1.261854458420687e-06,2,2,0.0,0.0,1.0,0.5238847910080787,0.4632361550169769,211,26,2020-09-16,5.690000057220459,316,1
M2070145,40/1 PD3.AP.,50/1 AY2.CP.,M2,7,40.0,40.0,1.0,1.0,PD3,PD3,0,Dobby          ,Repp 2/2       ,18.0,4.0,4.0,190.0,180.0,6.5,13392.0,288.0,50.4,50.4,50.4,211.26,116.27,332.13,400.0,30.52,18.1,48.62000000000001,48.62000000000001,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,417,201,2020-09-02,530385,530385.0,40.066666666666656,1.123333333333333,22.43666666666667,23.17166666666667,3.6633333333333336,2.2583333333333333,5.965,7.7316666666666665,7.566666666666666,10.405,0.9716666666666668,55.83333333333334,1.333333333333333,175.83333333333331,15.16666666666667,169.5,43.16666666666666,5.071666666666667,1.188333333333333,0.2089060565666667,3.133724167975,0.2813775305748333,0.217403048426,0.02489745489333489,0.01927328602187755,0,0,0.0,0.0,1.0,0.6360762352091048,0.3500737662963297,201,44,2020-09-01,5.87714284658432,417,1
