ARTICULO,NE_URDIMBRE,NE_TRAMA,MAT_U,MAT_T,TITULO_U,TITULO_T1,NUM_CABOS_U,NUM_CABOS_T1,MEZCLA_U,MEZCLA_T1,ID_LIGAMENTO,LIGAMENTO_FONDO,LIGAMENTO_ORILLO,DIENTES/CM_PEINE,HILOS/DIENTE_FONDO,HILOS/DIENTE_ORILLO,ANCHO_PEINE,ANCHO_CRUDO,%E_URDIMBRE,HILOS_FONDO,HILOS_ORILLO,TOTAL_HILOS/ANCHO_CRUDO,PASADAS/CM_T1,TOTAL_PASADAS,GR/MTL_U,GR/MTL_T1,TOTAL_GR/MTL,RPM,FACT_COB_U,FACT_COB_T,FACT_COB_TOTAL_TEO,FACT_COB_TOTAL_REAL,TUPIDEZ,COLORANTE_BLANCO_T,COLORANTE_BLANCO_U,COLORANTE_CRUDO_T,COLORANTE_CRUDO_U,COLORANTE_OTROS_T,COLORANTE_OTROS_U,COLORANTE_REACTIVO_T,COLORANTE_REACTIVO_U,COLORANTE_TINA_T,COLORANTE_TINA_U,LUMINOSIDAD_T_1,LUMINOSIDAD_U_1,LUMINOSIDAD_T_2,LUMINOSIDAD_U_2,LUMINOSIDAD_T_3,LUMINOSIDAD_U_3,LUMINOSIDAD_T_4,LUMINOSIDAD_U_4,LUMINOSIDAD_T_5,LUMINOSIDAD_U_5,LUMINOSIDAD_T_6,LUMINOSIDAD_U_6,No. formula,TIPO,TCDREC,PROD_21020001,PROD_21020002,PROD_21020003,PROD_21020004,PROD_21020005,PROD_21020006,PROD_21020007,PROD_21020009,PROD_21020011,PROD_21020012,PROD_21020013,PROD_21020014,PROD_21040004,PROD_21040011,PROD_21040012,AGUA    ,DISENO,COMBINACION,Metros,Telar,Fc.Corte,Lt.Urdimbre,LT_HILADO,Ne_prom,CV% Ne_prom,cN/tex_prom,TPI_prom,FT_prom,CV% TPI_prom,E%_prom,CV% E_prom,CV%R_prom,CVm%_prom,I_prom,PD(-40%)_prom,PD(-50%)_prom,PG(+35%)_prom,PG(+50%)_prom,NEPS(+140%)_prom,NEPS(+200%)_prom,H_prom,Sh_prom,var_Ne_prom,var_cN/tex_prom,var_TPI_prom,var_E%_prom,%falla_R_prom,%falla_E_prom,NUM_COLORES_U,NUM_COLORES_T,PROD_2102,PROD_2104,PORC_PASADAS/CM_T1,PORC_GR/MTL_U,PORC_GR/MTL_T1,TELAR,MONTAJE,FECHA,CMPX DE PARO POR URDIMBRE,METROS TOTALES,MAQUINA_PINZAS
M2050123,30/1 P27.AP.,20/1 UYI.CC.,M2,5,30.0,30.0,1.0,1.0,P27,P27,0,Saten 4/1      ,Dobby          ,15.0,4.0,4.0,190.0,173.0,7.5,11160.0,240.0,28.4,28.4,28.4,237.28,163.79,406.3,400.0,30.56,16.12,46.68,46.68,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,299,213,2020-08-20,6200378,6200378.0,30.2,1.23,25.9862899001,20.48,3.7391193259019335,2.85,5.730779,6.17,5.8,10.07,1.15,7.0,0.0,37.9,2.3,40.2,7.0,5.39,1.22,0.1379825316,2.27166635196514,0.3406823423999999,0.1250252263925495,1.7824243617197983e-06,0.01937901834314142,0,0,0.0,0.0,1.0,0.5840019689884322,0.4031257691361063,213,29,2020-08-20,3.1799999872843423,994,1
M2070141,40/1 PA2.KP.,30/1 P39.AP.,M2,7,40.0,40.0,1.0,1.0,PA2,PA2,0,Dobby          ,Matt 2/2       ,20.0,2.0,3.0,170.1,160.0,6.0,6740.0,96.0,20.0,20.0,20.0,105.76,69.07,176.47,700.0,17.16,9.27,26.43,26.43,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,260,159,2020-08-19,9230337,9230337.0,40.33076923076922,1.075384615384616,25.06507256615384,25.234615384615378,3.9899430247273777,2.745384615384615,5.844615384615384,7.7399999999999975,7.36153846153846,11.544615384615382,1.131538461538461,30.35384615384615,0.2461538461538462,93.6153846153846,4.2,62.161538461538456,12.01615384615385,3.2623076923076932,0.7561538461538462,0.1982517627,3.4969499962546164,0.4888437668946155,0.205458071131077,0.001153237829074498,0.05432874931011388,0,0,0.0,0.0,1.0,0.5993086643622145,0.3913979713265711,159,43,2020-08-18,0.6433333257834116,320,0
M2070125,60/1 PA2.KP.,60/1 PA2.KP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Tafetan        ,21.0,2.0,4.0,184.0,174.0,6.3,7664.0,128.0,53.83,53.83,53.83,80.43,100.31,182.16,700.0,14.69,17.65,32.34,32.34,1.0,0.0,0.0,0.6665851869958445,0.8667883211678832,0.0,0.0,0.0,0.0,0.33341481300415543,0.1332116788321168,0.6665851869958445,0.8667883211678832,0.0,0.0,0.33341481300415543,0.1332116788321168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320295,23/01,260,159,2020-08-10,541547,541547.0,60.35,1.095,25.05,32.3875,4.1812082709215455,2.1825,5.5175,7.8,7.899999999999999,12.7425,1.0225,109.65,3.025,192.35,12.1,134.675,29.075,2.565,0.6074999999999999,0.4836595772000001,3.9407867057249986,0.5253749271682501,0.18583314915,0.001681995621369475,0.1295812051225121,2,3,0.0,0.0,1.0,0.4415349143610013,0.5506697408871322,159,40,2020-08-08,6.4700000286102295,308,0
M2070131,30/1 U00.AP.,30/1 U00.AP.,M2,7,30.0,30.0,1.0,1.0,U00,U00,0,Dobby          ,Repp 2/2       ,20.0,2.0,4.0,180.0,170.0,7.0,7140.0,120.0,24.0,24.0,24.0,150.99,87.56,241.17,520.0,19.81,11.14,30.95,30.95,1.0,0.0,0.0,1.0,0.16657334826427772,0.0,0.0,0.0,0.0,0.0,0.8334266517357223,1.0,0.16657334826427772,0.0,0.0,0.0,0.0,0.0,0.8334266517357223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320302,21/01,326,213,2020-08-08,9630256,9630256.0,30.01666666666667,1.15,16.34333333333333,23.78,2.9872222222222216,3.664444444444445,6.746666666666666,6.233333333333333,7.449999999999998,12.225,1.3516666666666668,43.83333333333334,0.5,237.16666666666669,15.83333333333333,180.83333333333331,26.33333333333333,5.873333333333332,1.4216666666666669,0.1246707416666666,1.4890281883,0.8155414493808334,0.1784775684333333,0.981901742279872,0.00014854215772619068,2,1,0.0,0.0,1.0,0.6260728946386367,0.3630633992619314,213,42,2020-08-08,5.560000061988831,326,1
M2040107,60/1 PA2.KP.,60/1 AYH.CP.,M2,4,60.0,60.0,1.0,1.0,PA2,PA2,0,Sarga 2/2      ,Matt 2/2       ,14.0,3.0,4.0,190.0,175.0,7.6,7911.0,88.0,46.4,46.4,46.4,84.19,89.2,174.42,600.0,14.99,15.22,30.21,30.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29310344827586204,0.30256345498168963,0.7068965517241379,0.6974365450183104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320274,33/01,316,202,2020-08-08,541509,541509.0,60.35,1.095,25.05,32.3875,4.1812082709215455,2.1825,5.5175,7.8,7.899999999999999,12.7425,1.0225,109.65,3.025,192.35,12.1,134.675,29.075,2.565,0.6074999999999999,0.4836595772000001,3.9407867057249986,0.5253749271682501,0.18583314915,0.001681995621369475,0.1295812051225121,3,3,0.0,0.0,1.0,0.4826854718495586,0.5114092420593969,202,25,2020-08-07,1.2042857238224574,316,1
M2070083,60/1 PA2.KP.,60/1 PA2.KP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Oxford         ,15.0,3.0,4.0,180.7,174.0,6.3,8028.0,136.0,40.9,40.9,40.9,84.25,74.89,160.65,450.0,15.38,13.41,28.79,28.79,1.0,0.0,0.0,0.8332518337408314,0.16650074664011946,0.0,0.0,0.0,0.0,0.16674816625916875,0.8334992533598805,0.8332518337408314,0.16650074664011946,0.0,0.7498755599800896,0.08337408312958437,0.0,0.08337408312958437,0.08362369337979095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320217,33/01,333,214,2020-08-07,541552,541552.0,60.35,1.095,25.05,32.3875,4.1812082709215455,2.1825,5.5175,7.8,7.899999999999999,12.7425,1.0225,109.65,3.025,192.35,12.1,134.675,29.075,2.565,0.6074999999999999,0.4836595772000001,3.9407867057249986,0.5253749271682501,0.18583314915,0.001681995621369475,0.1295812051225121,3,3,0.0,0.0,1.0,0.5244319950202303,0.4661686896981014,214,35,2020-08-07,3.651428580284119,333,1
M2070115,60/1 PA2.KP.,60/1 AYH.CP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Matt 2/2       ,18.0,3.0,4.0,190.0,175.0,3.5,10173.0,112.0,54.3,54.3,54.3,103.66,104.39,209.27,400.0,19.29,17.8,37.09,37.09,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320276,33/01,161,203,2020-08-06,540509,540509.0,60.3,0.992,26.01266666666666,32.14600000000001,4.15003075495306,2.81,5.4946666666666655,7.786666666666667,8.793333333333331,12.3964,0.9959333333333332,72.43333333333331,1.48,171.98666666666668,11.026666666666669,134.6133333333334,33.81333333333333,2.5762666666666667,0.6178,0.4045100297733334,5.3413094445933345,0.8436399968468666,0.1878373356533333,0.002714002504611142,0.1358968018837183,3,3,0.0,0.0,1.0,0.4953409471018301,0.4988292636307163,203,37,2020-08-06,4.280000070730845,642,1
M2070085,60/1 PA2.KP.,60/1 PA2.KP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Oxford         ,22.0,2.0,3.0,184.0,174.0,6.3,8028.0,96.0,53.8,53.8,53.8,84.25,100.25,185.59,650.0,15.31,17.65,32.96,32.96,1.0,0.0,0.0,0.7894052044609665,0.7999004479840717,0.0,0.0,0.0,0.0,0.21059479553903346,0.20009955201592836,0.7894052044609665,0.7999004479840717,0.0,0.0,0.21059479553903346,0.20009955201592836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320219,22/01,308,148,2020-08-04,9230196,9230196.0,60.3,0.992,26.01266666666666,32.14600000000001,4.15003075495306,2.81,5.4946666666666655,7.786666666666667,8.793333333333331,12.3964,0.9959333333333332,72.43333333333331,1.48,171.98666666666668,11.026666666666669,134.6133333333334,33.81333333333333,2.5762666666666667,0.6178,0.4045100297733334,5.3413094445933345,0.8436399968468666,0.1878373356533333,0.002714002504611142,0.1358968018837183,2,2,0.0,0.0,1.0,0.4539576485802037,0.5401691901503314,148,36,2020-08-01,10.207499861717224,308,0
M2070076,60/1 PA2.KP.,60/1 PA2.KP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Dobby          ,15.0,4.0,4.0,180.5,169.0,6.5,10736.0,96.0,40.9,40.9,40.9,112.91,74.81,188.81,660.0,21.02,13.41,34.43,34.43,1.0,0.0,0.0,0.5,0.4999069247952346,0.0,0.0,0.0,0.0,0.5,0.5000930752047654,0.5,0.4999069247952346,0.0,0.0,0.0,0.0,0.5,0.5000930752047654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320213,22/01,311,208,2020-07-31,9230329,9230329.0,60.311111111111096,0.9794444444444442,24.64017810277778,32.23777777777778,4.161879215117816,2.5694444444444438,5.4177777777777765,8.305555555555559,8.602222222222222,12.803722222222222,1.026444444444444,118.0944444444444,3.938888888888889,206.52222222222218,13.13333333333333,149.03333333333333,32.8,2.6477777777777782,0.629888888888889,0.3593029441666666,4.538087639064412,0.7393456018321112,0.2032059586861111,0.00577041431066499,0.1998025712793987,2,2,0.0,0.0,1.0,0.5980085800540226,0.3962184206345003,208,34,2020-07-31,13.360000133514404,311,1
M2070119,60/1 PA2.KP.,60/1 PA2.KP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Oxford         ,22.0,2.0,4.0,184.0,174.0,6.3,8030.0,128.0,40.9,40.9,40.9,84.27,76.21,161.9,700.0,15.38,13.41,28.79,28.79,1.0,0.24993886035705554,0.25006220452848965,0.0,0.0,0.0,0.0,0.7500611396429445,0.7499377954715103,0.0,0.0,0.24993886035705554,0.25006220452848965,0.0,0.0,0.0,0.0,0.7500611396429445,0.7499377954715103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320288,22/01,318,150,2020-07-31,541535,541535.0,60.35,1.095,25.05,32.3875,4.1812082709215455,2.1825,5.5175,7.8,7.899999999999999,12.7425,1.0225,109.65,3.025,192.35,12.1,134.675,29.075,2.565,0.6074999999999999,0.4836595772000001,3.9407867057249986,0.5253749271682501,0.18583314915,0.001681995621369475,0.1295812051225121,2,2,0.0,0.0,1.0,0.5205064854848671,0.4707226683137739,150,38,2020-07-30,6.8400001525878915,318,0
M2070070,60/1 PA2.KP.,60/1 PA2.KP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Oxford         ,22.0,2.0,4.0,184.0,174.0,6.3,8030.0,128.0,40.9,40.9,40.9,84.27,76.21,161.9,800.0,15.38,13.41,28.79,28.79,1.0,0.0,0.0,0.5001222792858889,0.5001244090569793,0.0,0.0,0.0,0.0,0.4998777207141111,0.4998755909430206,0.5001222792858889,0.5001244090569793,0.0,0.0,0.0,0.0,0.4998777207141111,0.4998755909430206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320197,33/01,330,142,2020-07-30,541532,541532.0,60.35,1.095,25.05,32.3875,4.1812082709215455,2.1825,5.5175,7.8,7.899999999999999,12.7425,1.0225,109.65,3.025,192.35,12.1,134.675,29.075,2.565,0.6074999999999999,0.4836595772000001,3.9407867057249986,0.5253749271682501,0.18583314915,0.001681995621369475,0.1295812051225121,3,3,0.0,0.0,1.0,0.5205064854848671,0.4707226683137739,142,33,2020-07-30,1.972499996423721,330,0
M2070129,60/1 PA2.KP.,60/1 PA2.KP.,M2,7,60.0,60.0,1.0,1.0,PA2,PA2,0,Dobby          ,Oxford         ,22.0,2.0,4.0,184.0,174.0,6.3,8028.0,136.0,40.9,40.9,40.9,84.25,76.21,161.97,650.0,15.38,13.41,28.79,28.79,1.0,0.0,0.0,1.0,0.4544549527127925,0.0,0.0,0.0,0.0,0.0,0.5455450472872075,1.0,0.4544549527127925,0.0,0.0,0.0,0.5455450472872075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320300,21/01,318,141,2020-07-29,9542263,9542263.0,60.05,1.41,26.785,33.145,4.279001100417414,2.405,5.635,7.399999999999999,8.55,12.3575,0.99,63.375,1.25,155.425,10.125,136.95,36.0,2.46,0.585,0.7355708231999999,5.349775986000001,0.67814016583625,0.17678915525,0.0007744714883528841,0.07206227610967,2,1,0.0,0.0,1.0,0.52015805396061,0.4705192319565351,141,41,2020-07-29,8.420000076293945,318,0
M2070122,40/2 PK2.AP.,20/1 UYE.CC.,M2,7,40.0,40.0,2.0,2.0,PK2,PK2,0,Dobby          ,Repp 2/2       ,16.0,3.0,4.0,190.0,180.0,6.0,8928.0,256.0,26.8,26.8,26.8,280.19,154.56,442.91,580.0,28.96,15.23,44.19,44.19,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,309,203,2020-07-24,650080,650080.0,19.8,0.3,21.15,17.07,2.46,2.46,6.83,4.9,4.3,8.99,1.22,0.0,0.0,14.0,1.0,13.0,2.0,6.66,1.92,0.00352836,0.8270993025,0.230229037188,0.11200400890000001,0.00903779131229232,2.2747722458797216e-08,0,0,0.0,0.0,1.0,0.6326115915197218,0.3489648009753674,203,39,2020-07-24,1.8933332562446596,309,1
M2010121,40/1 UD2.AC.,40/1 UD2.AC.,M2,1,40.0,40.0,1.0,1.0,UD2,UD2,0,Tafetan        ,Tafetan        ,17.0,3.0,4.0,168.2,164.0,6.5,8500.0,104.0,33.0,33.0,33.0,134.09,84.55,220.34,600.0,21.09,13.25,34.34,34.34,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,291,160,2020-07-22,9507908,9507908.0,40.36666666666667,1.203333333333333,20.49,26.76666666666667,4.233333333333333,2.206666666666667,8.076666666666666,10.85,11.05666666666667,16.66,1.5533333333333332,408.33333333333326,21.66666666666667,1724.666666666667,495.66666666666674,2386.666666666667,626.6666666666666,5.0,1.3,0.2386844762666667,5.137946764262668,0.3582297142533333,0.7659576733109997,0.2550771063022433,0.0005027696576302544,0,0,0.0,0.0,1.0,0.6085594989561587,0.3837251520377598,160,3,2020-07-21,4.349999904632568,291,0
M2020039,40/1 UW2.AP.,30/1 UYA.CC.,M2,2,40.0,40.0,1.0,1.0,UW2,UW2,0,Sarga 2/1      ,Repp 2/1       ,15.0,3.0,4.0,190.0,172.0,7.0,8412.0,184.0,24.8,24.8,24.8,133.42,95.35,231.75,400.0,20.08,11.5,31.58,31.58,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,292,211,2020-07-17,530462,530462.0,40.2625,1.354166666666667,15.16666666666666,29.47499999999999,4.789166666666667,2.1100833333333333,7.559583333333332,19.203333333333326,11.30416666666667,13.5875,0.82125,212.225,10.33333333333333,358.0,33.45833333333334,307.0416666666667,46.41666666666666,6.2716666666666665,1.545833333333334,0.3155296762458334,2.951657442290166,0.40833268708601,2.086700007576626,0.9816338895948676,0.05045433333282115,0,0,0.0,0.0,1.0,0.5757065803667745,0.4114347357065804,211,13,2020-07-17,12.706666628519692,292,1
M2010162,16/1 UYG.CC.,16/1 UYG.CC.,M2,1,16.0,16.0,1.0,1.0,UYG,UYG,0,Tafetan        ,Tafetan        ,9.0,2.0,3.0,190.2,179.0,7.0,3384.0,60.0,19.6,19.6,19.6,134.18,141.44,278.32,400.0,12.2,12.45,24.65,24.65,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,293,201,2020-07-14,530398,530398.0,15.9,2.0,13.7,16.56,4.14,2.71,8.36,7.54,8.25,14.2,2.05,110.0,2.0,620.0,77.0,250.0,25.0,7.41,1.64,0.101124,1.2774650625,0.20139989817600001,0.397333558336,0.999998628811841,4.899220239623376e-08,0,0,0.0,0.0,1.0,0.4821069272779535,0.5081920091980454,201,5,2020-07-14,4.834999918937684,293,1
M2070060,40/2 AL1.AP.,12/1 UYD.CC.,M2,7,40.0,40.0,2.0,2.0,AL1,AL1,0,Dobby          ,Matt 2/2       ,16.0,3.0,4.0,190.0,175.0,7.5,8976.0,192.0,18.1,18.1,18.1,286.26,173.98,466.55,400.0,29.76,13.28,43.04,43.04,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320183,11/01,197,211,2020-07-05,541349,541349.0,19.8,1.5,22.24,15.36,2.655,2.655,6.09,6.2,6.8,9.38,1.3,0.0,0.0,41.0,7.0,45.0,10.0,7.0,1.87,0.08820900000000002,2.2871117824000002,0.18084593664,0.14256665640000002,0.0160805042404909,0.001945873975900462,1,1,0.0,0.0,1.0,0.6135676776336941,0.37290751259243377,211,32,2020-07-04,7.446666558583576,197,1
M2030055,40/2 UW2.AP.,41.5/2 2NLS0.,M2,3,40.0,40.0,2.0,2.0,UW2,UW2,0,Sarga 3/1      ,Repp 2/2       ,13.0,3.0,4.0,189.9,175.0,8.0,7284.0,160.0,27.4,27.4,27.4,233.57,49.38,288.21,400.0,24.15,15.45,39.6,39.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320181,11/01,325,215,2020-06-30,541329,541329.0,19.75,1.35,18.448333333333327,21.52166666666666,3.140000000000001,3.14,18.801666666666673,17.05,11.88333333333333,10.57,1.406666666666667,7.166666666666668,0.0,67.83333333333333,4.0,22.33333333333333,4.166666666666667,6.605,1.5,0.07356490666666668,4.813412676683333,0.5974301358384168,10.28737876616667,0.5991444475549489,1.0919476644703031e-05,1,1,0.0,0.0,1.0,0.8104160160993721,0.17133340272717812,215,19,2020-06-27,4.0466667016347255,325,1
M2070043,40/2 AL1.AP.,16/1 TYG.CC.,M2,7,40.0,40.0,2.0,2.0,AL1,AL1,0,Dobby          ,Matt 2/2       ,14.0,3.0,4.0,190.0,175.0,7.5,7854.0,168.0,33.8,33.8,33.8,250.48,243.66,499.69,400.0,26.01,21.48,47.49,47.49,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00/00,292,211,2020-06-30,650114,650114.0,20.1,0.4,24.78,15.16,3.19,3.19,6.34,5.7,5.9,8.47,1.15,0.0,0.0,14.0,2.0,21.0,4.0,6.71,1.6,0.006464160000000003,2.137502480400001,0.23479213121599998,0.1305955044,3.851871364049162e-05,0.00010444795050279158,0,0,0.0,0.0,1.0,0.5012707878884909,0.487622325842022,211,31,2020-06-30,4.158333420753478,292,1
